Water Company Name,"Site Name
(EA Consents Database)","Site Name
(WaSC operational)
[optional]","EA Permit Reference
(EA Consents Database)","WaSC Supplementary Permit Ref.
[optional]",Activity Reference on Permit,Storm Discharge Asset Type,"Outlet Discharge NGR
(EA Consents Database)","WFD Waterbody ID (Cycle 2)
(discharge outlet)","WFD Waterbody Catchment Name (Cycle 2)
(discharge outlet)","Receiving Water / Environment (common name)
(EA Consents Database)",Shellfish Water (only populate for storm overflow with a Shellfish Water EDM requirement),Bathing Water (only populate for storm overflow with a Bathing Water EDM requirement),"Treatment Method
(over & above Storm Tank settlement / screening)",Initial EDM Commission Date,Total Duration (hrs) all spills prior to processing through 12-24h count method,Counted spills using 12-24h count method,Long-term average spill count,"No. full years EDM data
(years)","EDM Operation -
% of reporting period EDM operational","EDM Operation -
Reporting % -
Primary Reason <90%","EDM Operation -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Operational Review -
Primary Reason","High Spill Frequency -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Environmental Enhancement -
Planning Position (Hydraulic capacity)",Unique ID,Grid reference,Latitude,Longitude
Northumbrian Water,LIME STREET/CUT BANK (2),LIME STREET/CUT BANK (2),235/1957,6NW801246,,SO on sewer network,NZ2633564341,GB510302310200,TYNE,OUSE BURN ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,137.83,49,50.42,10+ (installed pre-2013),99.79,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801246,NZ2633564341,54.972994,-1.5901323
Northumbrian Water,QUAYSIDE/ST LAWRENCE ROAD CSO,QUAYSIDE/ST LAWRENCE ROAD CSO,235/1766,6NW801247,,SO on sewer network,NZ2653864027,GB510302310200,TYNE,RIVER TYNE SALINE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.33,3,3.53,10+ (installed pre-2013),100.00,,,,,,6NW801247,NZ2653864027,54.970161,-1.5869901
Northumbrian Water,OUSE BURN CSO NO 8,OUSE BURN CSO NO 8,235/F/0346C,6NW801248,,SO on sewer network,NZ2609565199,GB103023075780,Ouse Burn from Source to Tyne,OUSE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.27,4,4.32,10+ (installed pre-2013),91.73,,,,,,6NW801248,NZ2609565199,54.980716,-1.5938036
Northumbrian Water,BLUE BELL INN CSO,BLUE BELL INN CSO,235/1973,6NW801249,,SO on sewer network,NZ2632065410,GB103023075780,Ouse Burn from Source to Tyne,OUSE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,48.50,22,7.81,10 (installed 2013),99.99,,,,,,6NW801249,NZ2632065410,54.9826,-1.5902688
Northumbrian Water,GRASSHOLM PLACE CSO,GRASSHOLM PLACE CSO,235/1896,6NW801251,,SO on sewer network,NZ2613769185,GB103023075780,Ouse Burn from Source to Tyne,OUSE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,485.50,60,45.32,10+ (installed pre-2013),98.04,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801251,NZ2613769185,55.016532,-1.592785
Northumbrian Water,DUDLEY FIRST SCHOOL CSO,DUDLEY FIRST SCHOOL CSO,226/1257,6NW801252,,SO on sewer network,NZ2612873487,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,1.81,10+ (installed pre-2013),97.21,,,,,,6NW801252,NZ2612873487,55.05519,-1.5925339
Northumbrian Water,LOVE AVENUE COTTAGES CSO (NTY 009),LOVE AVENUE COTTAGES CSO (NTY 009),226/1258,6NW801253,,SO on sewer network,NZ2657973533,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.17,10+ (installed pre-2013),99.99,,,,,,6NW801253,NZ2657973533,55.055579,-1.58547
Northumbrian Water,DUDLEY MIDDLE SCHOOL CSO,DUDLEY MIDDLE SCHOOL CSO,226/1259,6NW801254,,SO on sewer network,NZ2658373756,GB103022076190,Seaton Burn from Source to Tidal Limit,"SANDY'S LETCH,TRIB SEATON BURN",,,Not Applicable,Commissioned pre-2016 - full year data expected,16.00,14,8.70,10+ (installed pre-2013),99.00,,,,,,6NW801254,NZ2658373756,55.057583,-1.5853867
Northumbrian Water,OWEN BRANNIGAN DRIVE CSO,OWEN BRANNIGAN DRIVE CSO,226/1260,6NW801255,,SO on sewer network,NZ2686273529,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,8.00,8,3.79,10+ (installed pre-2013),99.99,,,,,,6NW801255,NZ2686273529,55.055528,-1.5810405
Northumbrian Water,FERN DRIVE CSO,FERN DRIVE CSO,NPSWQD006838,6NW801256,,SO on sewer network,NZ2691273719,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,17.75,12,6.03,10+ (installed pre-2013),97.58,,,,,,6NW801256,NZ2691273719,55.057233,-1.58024
Northumbrian Water,MILLFIELD CSO,MILLFIELD CSO,226/1105,6NW801257,,SO on sewer network,NZ2627581226,GB103022077052,Blyth from Pont to Tidal Limit,"BLYTH, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,6.50,15,15.25,10+ (installed pre-2013),97.13,,,,,,6NW801257,NZ2627581226,55.124723,-1.5895216
Northumbrian Water,FRONT STREET CSO CH68,FRONT STREET CSO CH68,226/1180,6NW801258,,SO on sewer network,NZ2653381522,GB103022077052,Blyth from Pont to Tidal Limit,RIVER BLYTH,,,Not Applicable,Commissioned pre-2016 - full year data expected,125.00,51,41.27,10+ (installed pre-2013),98.83,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW801258,NZ2653381522,55.127369,-1.5854485
Northumbrian Water,ASHINGTON DRIVE CSO HLF MOON RNDBWT,ASHINGTON DRIVE CSO HLF MOON RNDBWT,225/0940,6NW801259,,SO on sewer network,NZ2690486086,GB103022077062,Wansbeck from Bothal Burn to North Sea,WANSBECK ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.75,3,18.77,10+ (installed pre-2013),98.85,,,,,,6NW801259,NZ2690486086,55.16836,-1.5791996
Northumbrian Water,PARK ROAD & GREEN LANE CSO,PARK ROAD & GREEN LANE CSO,225/G/0361,6NW801260,,SO on sewer network,NZ2708086616,GB103022077062,Wansbeck from Bothal Burn to North Sea,"WANSBECK, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,15.50,9,7.58,10+ (installed pre-2013),99.65,,,,,,6NW801260,NZ2708086616,55.173113,-1.5763864
Northumbrian Water,ASHINGTON CSO PARK ROAD WK 006,ASHINGTON CSO PARK ROAD WK 006,225/1029,6NW801261,,SO on sewer network,NZ2708086616,GB103022077062,Wansbeck from Bothal Burn to North Sea,BLACKCLOSE BURN (R.WANSBECK),,,Not Applicable,Commissioned pre-2016 - full year data expected,49.50,13,20.16,10+ (installed pre-2013),84.73,Comms failure / issue,Resolved - Nov,,,,6NW801261,NZ2708086616,55.173113,-1.5763864
Northumbrian Water,FIFTH ROW CSO,FIFTH ROW CSO,224/0984,6NW801262,,SO on sewer network,NZ2658091370,GB103022076820,Lyne from Source to Tidal Limit,POTLAND BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,2.75,4,5.31,10 (installed 2013),86.74,Comms failure / issue,Resolved - Jul,,,,6NW801262,NZ2658091370,55.215857,-1.5837912
Northumbrian Water,SPRING COURT CSO DL006,SPRING COURT CSO DL006,253/1275,6NW801263,,SO on sewer network,NZ2748216123,GB103025072596,Skerne from Demons Beck to Tees,WEST BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,12.50,6,8.62,10+ (installed pre-2013),99.99,,,,,,6NW801263,NZ2748216123,54.539632,-1.5767561
Northumbrian Water,STOCKTON RD & QUARRY HEADS LN CSOS,STOCKTON RD & QUARRY HEADS LN CSOS,245/E/0409,6NW801264,,SO on sewer network,NZ2750041700,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,1.29,10+ (installed pre-2013),88.01,Comms failure / issue,Resolved - Jul,,,,6NW801264,NZ2750041700,54.769477,-1.5740824
Northumbrian Water,BARKERS HAUGH NO 5 CSO,BARKERS HAUGH NO 5 CSO,EPRNB3092AL,6NW801265,,SO on sewer network,NZ2718241860,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.75,6,9.11,10+ (installed pre-2013),99.88,,,,,,6NW801265,NZ2718241860,54.770932,-1.5790101
Northumbrian Water,MILLBURNGATE CSO,MILLBURNGATE CSO,245/1286,6NW801266,,SO on sewer network,NZ2724742573,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,257.50,29,31.62,10+ (installed pre-2013),52.37,Comms failure / issue,Resolved - Aug,,,,6NW801266,NZ2724742573,54.777336,-1.5779332
Northumbrian Water,WALKERGATE DURHAM CSO,WALKERGATE DURHAM CSO,EPRCB3097WP,6NW801267,,SO on sewer network,NZ2733142671,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned in 2022 - full year data expected,113.25,33,33.66,1 (installed 2022),92.33,,,,,,6NW801267,NZ2733142671,54.778212,-1.5766181
Northumbrian Water,BARKERS HAUGH NO 8 CSO,BARKERS HAUGH NO 8 CSO,EPRQB3897RB,6NW801268,,SO on sewer network,NZ2749143026,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,212.50,47,69.33,10+ (installed pre-2013),94.81,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801268,NZ2749143026,54.781393,-1.5740972
Northumbrian Water,ELVET SYPHON CSO,ELVET SYPHON CSO,NPSWQD004521,6NW801270,,SO on sewer network,NZ2757842431,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,2.97,3,35.67,10+ (installed pre-2013),26.15,Comms failure / issue,N/A - Ongoing investigation,,,,6NW801270,NZ2757842431,54.776042,-1.5728009
Northumbrian Water,BARCLAYS A CSO ELVET,BARCLAYS A CSO ELVET,245/0447,6NW801271,,SO on sewer network,NZ2760642176,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,1.66,10+ (installed pre-2013),99.99,,,,,,6NW801271,NZ2760642176,54.773749,-1.5723898
Northumbrian Water,CATHEDRAL BANKS CSO,DU37 B Barclays Court Lane,245/E/0659,6NW801272,,SO on sewer network,NZ2759542214,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.00,4,0.62,10+ (installed pre-2013),91.59,,,,,,6NW801272,NZ2759542214,54.774091,-1.5725572
Northumbrian Water,FRANKLAND LANE CSO,FRANKLAND LANE CSO,245/1272,6NW801273,,SO on sewer network,NZ2741543020,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,533.75,70,48.60,10+ (installed pre-2013),69.93,Sensor failure / issue,Resolved - Aug,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801273,NZ2741543020,54.781343,-1.5752794
Northumbrian Water,SANDS SYPHON SSO,SANDS SYPHON SSO,245/0906,6NW801274,,SO on sewer network,NZ2793243111,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,250.50,48,47.14,10+ (installed pre-2013),87.19,Comms failure / issue,Resolved - January after reporting year,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801274,NZ2793243111,54.782133,-1.5672327
Northumbrian Water,CANTEBURY ROAD CSO,CANTEBURY ROAD CSO,245/1154,6NW801275,,SO on sewer network,NZ2805044540,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,WEAR TRIB,,,Not Applicable,Commissioned pre-2016 - full year data expected,67.25,28,23.10,10+ (installed pre-2013),99.96,,,,,,6NW801275,NZ2805044540,54.794967,-1.5652604
Northumbrian Water,BEVERLEY GARDENS CSO,BEVERLEY GARDENS CSO,NPSWQD009328,6NW801277,,SO on sewer network,NZ2780250303,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,32.50,28,14.74,10+ (installed pre-2013),99.19,,,,,,6NW801277,NZ2780250303,54.846768,-1.5685662
Northumbrian Water,ROPERY LANE/EARDULPH AVE CSO,ROPERY LANE/EARDULPH AVE CSO,245/1088,6NW801278,,SO on sewer network,NZ2836950977,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.75,4,2.96,10+ (installed pre-2013),99.97,,,,,,6NW801278,NZ2836950977,54.852793,-1.5596706
Northumbrian Water,FRONT STREET CSO CH68,FRONT STREET CSO CH68,245/1315,6NW801279,,SO on sewer network,"NZ2743851607, NZ2745651598",GB103024077600,Cong Burn from Twizell Burn to Wear,CHESTER BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,3,10.69,10+ (installed pre-2013),96.43,,,,,,6NW801279,NZ2743851607,54.858506,-1.5741112
Northumbrian Water,PELAW BANK CSO CH57,PELAW BANK CSO CH57,245/1323,6NW801280,,SO on sewer network,NZ2740751630,GB103024077600,Cong Burn from Twizell Burn to Wear,CHESTER BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,202.25,63,52.48,10+ (installed pre-2013),92.61,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801280,NZ2740751630,54.858715,-1.5745919
Northumbrian Water,HOPGARTH GARDENS CSO,HOPGARTH GARDENS CSO,245/1268,6NW801281,,SO on sewer network,NZ2778551535,GB103024077600,Cong Burn from Twizell Burn to Wear,CONG BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,45.25,26,23.27,10+ (installed pre-2013),96.68,,,,,,6NW801281,NZ2778551535,54.85784,-1.5687129
Northumbrian Water,SHIELDS ROAD CSO,SHIELDS ROAD CSO,245/1114,6NW801282,,SO on sewer network,NZ2802452071,GB103024077624,Wear DS of Lumley Park Burn to Tidal Limit,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,214.75,53,34.90,10+ (installed pre-2013),98.32,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW801282,NZ2802452071,54.862644,-1.5649382
Northumbrian Water,CHERRY BANKS CSO,CHERRY BANKS CSO,245/1306,6NW801283,,SO on sewer network,NZ2823452408,GB103024077624,Wear DS of Lumley Park Burn to Tidal Limit,WEAR TRIBUTARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.00,2,1.12,10+ (installed pre-2013),99.99,,,,,,6NW801283,NZ2823452408,54.86566,-1.5616339
Northumbrian Water,DURHAM ROAD CSO,DURHAM ROAD CSO,235/1884,6NW801284,,SO on sewer network,NZ2657055590,GB103023075670,Team from Source to Tyne,ROWLETCH BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,3.00,5,3.96,10+ (installed pre-2013),92.42,,,,,,6NW801284,NZ2657055590,54.894345,-1.5872667
Northumbrian Water,SWINBURN PLACE CSO,SWINBURN PLACE CSO,235/1967,6NW801285,,SO on sewer network,NZ2648055680,GB103023075670,Team from Source to Tyne,ROWLETCH BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,2,2.45,10+ (installed pre-2013),99.99,,,,,,6NW801285,NZ2648055680,54.895158,-1.5886617
Northumbrian Water,LANCHESTER AVENUE CSO,LANCHESTER AVENUE CSO,235/1956,6NW801286,,SO on sewer network,NZ2871059350,GB103023075690,Don from Source to Tidal Limit,RIVER DON,,,Not Applicable,Commissioned pre-2016 - full year data expected,12.75,14,12.41,10+ (installed pre-2013),90.61,,,,,,6NW801286,NZ2871059350,54.928014,-1.5535288
Northumbrian Water,CSO AT REAR OF ORCHID CRESCENT,CSO AT REAR OF ORCHID CRESCENT,235/1204,6NW801287,,SO on sewer network,NZ2787463271,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2019 - full year data expected,75.25,28,43.41,5 (installed 2018),99.98,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801287,NZ2787463271,54.963295,-1.5661947
Northumbrian Water,NEST ROAD CSO,NEST ROAD CSO,235/1203,6NW801288,,SO on sewer network,NZ2824063000,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.52,10+ (installed pre-2013),87.97,Comms failure / issue,Resolved - Jul,,,,6NW801288,NZ2824063000,54.96084,-1.5605052
Northumbrian Water,RIVERSIDE PARK WEST CSO,RIVERSIDE PARK WEST CSO,235/1765,6NW801289,,SO on sewer network,NZ2788063420,GB510302310200,TYNE,RIVER TYNE SALINE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.03,3,2.75,10 (installed 2013),94.99,,,,,,6NW801289,NZ2788063420,54.964634,-1.5660865
Northumbrian Water,KLONDYKE CSO,KLONDYKE CSO,226/1182,6NW801291,,SO on sewer network,NZ2755276116,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,110.00,41,29.12,10+ (installed pre-2013),99.56,,,,,,6NW801291,NZ2755276116,55.078737,-1.5699906
Northumbrian Water,BANK TOP CSO,BANK TOP CSO,226/1181,6NW801292,,SO on sewer network,NZ2778382259,5,River Blyth,RIVER BLYTH,,,Not Applicable,Commissioned pre-2016 - full year data expected,83.25,46,42.77,10 (installed 2013),98.75,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801292,NZ2778382259,55.133923,-1.5657749
Northumbrian Water,WELWYN FACTORY CSO,WELWYN FACTORY CSO,226/1267,6NW801293,,SO on sewer network,NZ2785783760,GB103022076230,Sleek Burn / Hepscott Burn Source  to Tidal Limit,SLEEKBURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,64.25,32,36.79,10+ (installed pre-2013),93.76,,,,,,6NW801293,NZ2785783760,55.147407,-1.5644675
Northumbrian Water,WEST SLEEKBURN FARM CSO,WEST SLEEKBURN FARM CSO,226/1048,6NW801294,,SO on sewer network,NZ2737784104,GB103022076230,Sleek Burn / Hepscott Burn Source  to Tidal Limit,SLEEK BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,430.75,49,33.44,10+ (installed pre-2013),99.10,,,,,,6NW801294,NZ2737784104,55.150524,-1.5719653
Northumbrian Water,GREEN LANE CSO 9(WK 008),GREEN LANE CSO 9(WK 008),225/1069,6NW801295,,SO on sewer network,NZ2730086570,GB103022077062,Wansbeck from Bothal Burn to North Sea,"WANSBECK, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,101.75,28,19.90,10+ (installed pre-2013),99.91,,,,,,6NW801295,NZ2730086570,55.172687,-1.5729369
Northumbrian Water,VICTORIA EMBANKMENT - POLAM LANE,VICTORIA EMBANKMENT - POLAM LANE,25/03/1231,6NW801296,,SO on sewer network,NZ2884413754,GB103025072596,Skerne from Demons Beck to Tees,RIVER SKERNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,114.25,19,13.27,10+ (installed pre-2013),99.99,,,,,,6NW801296,NZ2884413754,54.518267,-1.5559369
Northumbrian Water,GLADSTONE STREET (G1),GLADSTONE STREET (G1),253/A/0942,6NW801297,,SO on sewer network,NZ2910015000,GB103025072596,Skerne from Demons Beck to Tees,SKERNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,7.25,17,9.37,9 (installed 2014),99.99,,,,,,6NW801297,NZ2910015000,54.52945,-1.5518599
Northumbrian Water,REAR FORSTER ST/EASSON ROAD CSO,REAR FORSTER ST/EASSON ROAD CSO,EPRBB3699VN,6NW801298,,SO on sewer network,NZ2918014935,GB103025072596,Skerne from Demons Beck to Tees,RIVER SKERNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.25,3,1.72,10+ (installed pre-2013),99.99,,,,,,6NW801298,NZ2918014935,54.528861,-1.5506302
Northumbrian Water,PELAW WOOD ST. GILES CLOSE CSO,PELAW WOOD ST. GILES CLOSE CSO,EPRBB3691AB,6NW801299,,SO on sewer network,NZ2851242518,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,PELAW WOOD BECK,,,Not Applicable,Commissioned in 2017 - full year data expected,0.00,0,0.15,6 (installed 2017),99.60,,,,,,6NW801299,NZ2851242518,54.776771,-1.5582731
Northumbrian Water,WELL BANK CSO,WELL BANK CSO,25/03/1254,6NW801300,,SO on sewer network,NZ2859722534,GB103023075801,Tyne from Watersmeet to Tidal Limit,RIVER SKERNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,3,4.62,9 (installed 2014),97.19,,,,,,6NW801300,NZ2859722534,54.597183,-1.5589022
Northumbrian Water,TRAVELLERS GREEN CSO (SE015),TRAVELLERS GREEN CSO (SE015),253/1263,6NW801301,,SO on sewer network,NZ2910823663,GB103025072391,Skerne form Woodham Burn to Demons Beck,RIVER SKERNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,228.00,69,64.90,10+ (installed pre-2013),98.82,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_IMP4 driver - Stage 4: Potential spill reduction scheme - Not yet on current WINEP/AMP or Green Recovery,6NW801301,NZ2910823663,54.6073,-1.5508819
Northumbrian Water,"RUSHYFORD SEWAGE PUMPING STATION, A","RUSHYFORD SEWAGE PUMPING STATION, A",253/0600,6NW801302,253/0600-03,Storm discharge at pumping station,NZ2838028690,GB103025072450,Rushyford Beck from Source to Woodham Burn,RUSHYFORD BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,690.75,52,25.76,10+ (installed pre-2013),99.55,,,,,,6NW801302,NZ2838028690,54.652516,-1.5616668
Northumbrian Water,DURHAM ROAD CSO,DURHAM ROAD CSO,243/E/0569,6NW801303,,SO on sewer network,NZ2839533383,GB103023075670,Team from Source to Tyne,UNNAMED TRIB OF TURSDALE BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,7.50,15,13.11,10+ (installed pre-2013),99.98,,,,,,6NW801303,NZ2839533383,54.694688,-1.5609799
Northumbrian Water,FERRYHILL NORTH SPS,FERRYHILL NORTH SPS,243/0978,6NW801304,A1,Storm discharge at pumping station,NZ2844333428,GB103024077410,Croxdale Beck from Source to Wear,EAST HOWLE BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,79.25,39,37.47,10+ (installed pre-2013),99.90,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW801304,NZ2844333428,54.69509,-1.5602308
Northumbrian Water,WEST STREET CSO,WEST STREET CSO,243/0914,6NW801305,,SO on sewer network,NZ2794036440,GB103024077410,Croxdale Beck from Source to Wear,BLAGDON BECK TRIB,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,1.81,10+ (installed pre-2013),96.97,,,,,,6NW801305,NZ2794036440,54.722185,-1.567747
